流水號,文字記錄,配置,刺殺,分類,日期時間,場次,check,note,玩1,玩2,玩3,玩4,玩5,玩6,玩7,玩8,玩9,玩0,最佳,
520,"159
278
136
456
156
oox",821940,,模擬,2024-05-10 00:00:00,1,,,Emma,黃某人,海月,午夜,小余,,,,,,,
521,"147
129
239
478
159
oox",968250,,模擬,2024-05-14 00:00:00,1,,125 oox Sin,池,HAO,小余,黃某人,冰雪塵,,,,,,,
522,"178
280
368
450
158
ooo",329410,,模擬,2024-05-14 00:00:00,2,,,Sin,池,HAO,軒,嚇到吃手手,,,,,,,
523,"180
268
389
258 4+
158
ooo",302794,,模擬,2024-05-15 00:00:00,1,,,池,黑羊,Emma,黃某人,Sin,,,,,,,
524,"189
258
239
456
356
oox
2680
1579 3+
1689
2589 5-
1460
ooox
0>5 o
1258
1258
3579
2458
1258
ooox",176934,,模擬,2024-05-16 00:00:00,1,,[3-1]代替原本1家,黃某人,海月,池,JOY,ED,黑羊,Sin,布叮咚瓜茶,Emma,呂安,,
525,"167
279
230
146
235
ooo",648935,,模擬,2024-05-16 00:00:00,2,,257小余,軒,池,黃某人,HAO,Sin,,,,,,,
526,"147
240
360
248
259
oox",240896,,模擬,2024-06-06 00:00:00,1,,"457 oox阿寶
458 oxx黃某人",池,Sin,Emma,黑羊,ED,,,,,,,
527,"134
580 2+
370
357 4+
579
oox",307248,,模擬,2024-06-06 00:00:00,2,,"250 oxxED
560 oox豬豬
350 ooxAndrew莊
578 ooxEmma
258 ooxSin
589 ooo池",雪怪,黃某人,嚇到吃手手,軒,阿寶,,,,,,,
528,"157
278
379
459
157
oox",620153,,模擬,2024-06-07 00:00:00,1,,157 ooxSin,Dean,黃某人,池,午夜,ED,,,,,,,
529,"179
125
230
146
125
oox",745923,,模擬,2024-06-12 00:00:00,1,,359 oox布叮咚瓜茶,HAO,池,Sin,Sirius,黃某人,,,,,,,
530,"126
270
340
347
156
oox",054761,,模擬,2024-06-14 00:00:00,1,,,阿寶,軒,池,Emma,Sin,,,,,,,
531,"138
247
345
479 2+
459
ooo",786345,,模擬,2024-06-19 00:00:00,1,,,嚇到吃手手,池,布叮咚瓜茶,黃某人,Sin,,,,,,,
532,"160
268
349
359 4+
345
ooo",289054,,模擬,2024-06-19 00:00:00,2,,,阿寶,黃某人,布叮咚瓜茶,池,Sin,,,,,,,
533,"167
249
350
240
459
ooo",195036,,模擬,2024-06-19 00:00:00,3,,,Dean,阿寶,布叮咚瓜茶,HAO,軒,,,,,,,
534,"178
248
347
478
578
oox",472138,,模擬,2024-06-25 00:00:00,1,,,池,布叮咚瓜茶,粉粉,Emma,軒,,,,,,,
535,"147
257
137
147
350
oox",309284,,模擬,2024-06-25 00:00:00,2,,157 Sin,粉粉,軒,池,UCCU,黃某人,,,,,,,
536,"148
278
359
146
358
oox",146790,,模擬,2024-06-26 00:00:00,1,,"258 Sin
258 彥呈
145 ED
158 Sirius
456 布叮咚瓜茶
560 豬豬",軒,池,黃某人,粉粉,阿寶,,,,,,,
537,"159
269
368
468
256
oox",512074,,模擬,2024-06-28 00:00:00,1,,"579 oooSin
159 ooo池",HAO,Sirius,布叮咚瓜茶,粉粉,Dean,,,,,,,
538,"146
239
370
240
578
oox",027685,,模擬,2024-07-01 00:00:00,1,,578 oox豬豬,Dean,阿寶,黃某人,ED,粉粉,,,,,,,
539,"135
279
358
256 4+
450
oox",076931,,模擬,2024-07-10 00:00:00,1,,158 Dean,粉粉,軒,Sin,HAO,池,,,,,,,
540,"178
290
135
456
145
ooo",714360,,模擬,2024-07-10 00:00:00,2,,"250 oooSin
135 o?x粉粉",黑羊,阿寶,HAO,池,轆,,,,,,,
541,"178
246
390
456
350
oox",074386,,模擬,2024-07-11 00:00:00,1,,,池,阿寶,嚇到吃手手,布叮咚瓜茶,粉粉,,,,,,,
542,"180
248
134
468
158
oox",194056,,模擬,2024-07-11 00:00:00,2,,"357 池
358 Sin",Dean,洋蔥,阿寶,雪怪,粉粉,,,,,,,
543,"180
259
368
248 3+
356
oox",967241,,模擬,2024-07-12 00:00:00,1,,"150 ooo阿寶
458 oooED
256 oxx大家都很乖",Sin,粉粉,黑羊,池,發達,,,,,,,
544,"169
267
136
470
157
oox",029587,,模擬,2024-07-14 00:00:00,1,,,HAO,午夜,Emma,大家都很乖,豬豬,,,,,,,
545,"158
289
235
347
258
oxx",587246,,模擬,2024-07-15 00:00:00,1,,,池,阿寶,Sin,Emma,嚇到吃手手,,,,,,,
546,"139
238
380
368 4+
159
oox",897420,,模擬,2024-07-15 00:00:00,2,,"159  ooxSin
356 ooo豬豬",HAO,阿寶,粉粉,池,軒,,,,,,,
547,"159
238
380
245
259
oox",102658,,模擬,2024-07-16 00:00:00,1,,"259 ooxED
157 oox午夜
459 ooo池",洋蔥,阿寶,嚇到吃手手,布叮咚瓜茶,黃某人,,,,,,,
548,"138
234
350
158 4+
356
oox",612978,,模擬,2024-07-17 00:00:00,1,,145 ooxED,粉粉,阿寶,布叮咚瓜茶,Sin,豬豬,,,,,,,
549,"126
234
238
469
589
oox",842639,,模擬,2024-07-18 00:00:00,1,,456 oxxSin,阿寶,Emma,粉粉,黃某人,池,,,,,,,
550,"158
125
138
469
569
oox",948013,,模擬,2024-07-19 00:00:00,1,,,池,Dean,嚇到吃手手,黃某人,豬豬,,,,,,,
551,"178
270
358
456
456
oox",840612,,模擬,2024-07-23 00:00:00,1,,"358 ooxSin
569 oox布叮咚瓜茶
457 oox黑羊
590 oox阿寶
157 ooo豬豬",?,軒,Emma,池,黃某人,,,,,,,
552,"189
259
380
146
158
oox",874379,,模擬,2024-07-26 00:00:00,1,,"259Dean
579池",黃某人,軒,布叮咚瓜茶,Sin,豬豬,,,,,,,
553,"149
158 2+
369
145
356
oox",760942,,模擬,2024-07-31 00:00:00,1,,156 oox午夜,Emma,池,軒,Sin,豬豬,,,,,,,
554,"179
269
130
246
150
oox",236098,,模擬,2024-08-01 00:00:00,1,,157 豬豬,午夜,Sin,阿寶,軒,TEN,,,,,,,
555,"137
278
137
280 4+
245
oox",519642,,模擬,2024-08-02 00:00:00,1,,456 oxx黑羊,Dean,Sin,阿寶,池,軒,,,,,,,
556,"469 1+
289
469 13+
147
156
ooo",284013,,模擬,2024-08-06 00:00:00,1,,,黃某人,軒,Emma,Sin,Dean,,,,,,,
557,"147
289
137
458
458
oox",129408,,模擬,2024-08-07 00:00:00,1,,,阿寶,HAO,豬豬,池,Sin,,,,,,,
558,"146
278
349
490
458
ooo",026713,,模擬,2024-08-08 00:00:00,1,,,黑羊,池,布叮咚瓜茶,軒,豬豬,,,,,,,
559,"125
289
358
467
589
oox",429357,,模擬,2024-08-12 00:00:00,1,,,阿寶,軒,池,豬豬,ED,,,,,,,
560,"178
237
348
358 4+
357
ooo",490152,,模擬,2024-08-14 00:00:00,1,,,池,Sin,黑羊,黃某人,豬豬,,,,,,,
561,"178
269
469 3+
245
259
oox",817563,,模擬,2024-08-15 00:00:00,1,,,Dean,池,阿寶,黃某人,布叮咚瓜茶,,,,,,,
562,"145
278
780 3+
247
578
oox",053624,,模擬,2024-08-16 00:00:00,1,,,Sin,HAO,ED,池,阿寶,,,,,,,
563,"126
280
135
248
580
ooo",493708,,模擬,2024-08-16 00:00:00,2,,,黃某人,黑羊,池,阿寶,軒,,,,,,,
564,"138
124
358
469
158
ooo",647083,,模擬,2024-08-19 00:00:00,1,,159ED,Dean,Sin,Emma,黃某人,軒,,,,,,,
565,"189
280
356
149
145
oox",201754,,模擬,2024-08-20 00:00:00,1,,145 ooxED,池,Sin,布叮咚瓜茶,洋蔥,黑羊,,,,,,,
566,"179
457 2+
389
458
589
ooo",489061,,模擬,2024-08-20 00:00:00,2,,"預設德娜撞車
357豬豬",Sin,ED,海月,池,午夜,,,,,,,
567,"160
247
378
245
245
oox",830596,,模擬,2024-08-21 00:00:00,1,,357 oox軒，5不出,黑羊,池,Emma,布叮咚瓜茶,Sin,,,,,,,
568,"367 1+
269
347 1+
140
579
oox",310752,,模擬,2024-08-21 00:00:00,2,,157 oxx豬豬,ED,Sin,午夜,軒,池,,,,,,,
569,"148
289
239
247
258
oox",168374,,模擬,2024-08-22 00:00:00,1,,,Sin,池,午夜,布叮咚瓜茶,ED,,,,,,,
570,"158
289
359
240
158
ooo",218430,,模擬,2024-08-23 00:00:00,1,,"預設德娜撞車
359 oooSin
569 ooo池",Dean,豬豬,軒,布叮咚瓜茶,ED,,,,,,,
571,"379 1+
290
370
246
157
oox",725406,,模擬,2024-08-26 00:00:00,1,,157 ooxSin，5不出,ED,Dean,池,梅粉,Sin,,,,,,,
572,"189
248
349
589 4+
458
oox",298705,,模擬,2024-08-27 00:00:00,1,,458 oox黃某人,Sin,梅粉,布叮咚瓜茶,ED,池,,,,,,,
573,"147
290
380
479
358
oox",146802,,模擬,2024-08-28 00:00:00,1,,459 ooo梅粉，4不出,池,Sin,黑羊,軒,豬豬,,,,,,,
574,"148
256
369
234
358
oox
2360
2470
2680
2590
4780
oooo
0>4 o",613289,,模擬,"2024/8/28
2025/1/6",1,,,梅粉,池,軒,黃某人,Dean,布叮咚瓜茶,軒,豬豬,憲,HAO,,
575,"136
239
150 3+
356 4+
135
oox",873264,,模擬,2024-08-29 00:00:00,1,,135 ooxSin,Dean,黑羊,ED,布叮咚瓜茶,黃某人,,,,,,,
576,"158
247
359
489
257
oox",018243,,模擬,2024-09-03 00:00:00,1,,257 ooxSin,Dean,黑羊,池,午夜,黃某人,,,,,,,
577,"168
237
580 3+
145
135
oox",678394,,模擬,2024-09-04 00:00:00,1,,"357 oxxED
150 oooJOY",Dean,K810,午夜,Sin,池,,,,,,,
578,"170
247
479 3+
469
569
ooo",037465,,模擬,2024-09-05 00:00:00,1,,,Dean,池,毛爸,黑羊,?,,,,,,,
579,"178
257
349
147
359
ooo",081735,,模擬,2024-09-06 00:00:00,1,,,豬豬,Sin,布叮咚瓜茶,池,?,,,,,,,
580,"169
257
379
245
259
oox",573098,,模擬,2024-09-09 00:00:00,1,,,HAO,黑羊,豬豬,Sin,池,,,,,,,
581,"127
279
357
489
158
oxx",698531,,模擬,2024-09-10 00:00:00,1,,,JOY,軒,豬豬,Sin,TEN,,,,,,,
582,"128
269
370
456
256
ooo",931867,,模擬,2024-09-11 00:00:00,1,,,Dean,池,軒,豬豬,海月,,,,,,,
583,"167
240
367
159 4+
157
ooo",671409,,模擬,2024-09-12 00:00:00,1,,,池,JOY,豬豬,ED,?,,,,,,,
584,"135
246
368
458
560
oox",826359,,模擬,2024-09-13 00:00:00,1,,,Dean,池,午夜,豬豬,Sin,,,,,,,
585,"189
257
130
249
158
ooo",724051,,模擬,2024-09-14 00:00:00,1,,,Sin,黑羊,池,布叮咚瓜茶,軒,,,,,,,
586,"146
268
389
249
156
oox",396012,,模擬,2024-09-17 00:00:00,1,,"589 oox午夜
258 oooSin",Dean,HAO,布叮咚瓜茶,軒,豬豬,,,,,,,
587,"189
159 2+
136
456
456
ooo",312705,,模擬,2024-09-18 00:00:00,1,,,HAO,池,Sin,TEN,K810,,,,,,,
588,"138
268
359
456
456
oox",804715,,模擬,2024-09-19 00:00:00,1,,159 ooo黑羊,Sin,HAO,Dean,布叮咚瓜茶,TEN,,,,,,,
589,"167
256
379
459
357
oxx",063547,,模擬,2024-09-19 00:00:00,2,,,池,午夜,軒,布叮咚瓜茶,Sin,,,,,,,
590,"168
240
369
148
560
ooo",128950,,模擬,2024-09-20 00:00:00,1,,,豬豬,黑羊,池,布叮咚瓜茶,HAO,,,,,,,
591,"178
126
690 3+
269 4+
459
ooo",830725,,模擬,2024-09-20 00:00:00,2,,,布叮咚瓜茶,Sin,HAO,黑羊,黃某人,,,,,,,
592,"470 1+
235
259 3+
679 4+
579
oox",362950,,模擬,2024-09-20 00:00:00,3,,"458黃某人
578HAO",池,TEN,Sin,軒,布叮咚瓜茶,,,,,,,
593,"239 1+
289
369
248
358
oox",204856,,模擬,2024-09-21 00:00:00,1,,,黃某人,HAO,Dean,軒,池,,,,,,,
594,"169
236
370
190 4+
145
ooo",762089,,模擬,2024-09-21 00:00:00,2,,,Sin,HAO,布叮咚瓜茶,ED,池,,,,,,,
595,"126
279
340
579 4+
125
oox",603157,,模擬,2024-09-22 00:00:00,1,,,TEN,HAO,池,軒,小背包,,,,,,,
596,"190
236
368
345
150
oox",973016,,模擬,2024-09-23 00:00:00,1,,,Sin,池,豬豬,軒,ED,,,,,,,
597,"138
236
367
145
159
oox",652731,,模擬,2024-09-24 00:00:00,1,,,池,豬豬,小背包,Sin,HAO,,,,,,,
598,"169
259
347
170 4+
357
ooo",028475,,模擬,2024-09-25 00:00:00,1,,,豬豬,Emma,kevin,ED,池,,,,,,,
599,"169
238
678 3+
459
156
oox",260184,,模擬,2024-09-26 00:00:00,1,,"159 oox軒
569 oox池
156 ooxSin",豬豬,Dean,ED,kevin,黑羊,,,,,,,
600,"168
126
123
890 4+
125
oox",124659,,模擬,2024-09-27 00:00:00,1,,589 ooo軒,黑羊,Dean,豬豬,ED,K810,,,,,,,
601,"169
279
689 3+
247
569
oox",584071,,模擬,2024-09-27 00:00:00,2,,,豬豬,Sin,kevin,布叮咚瓜茶,HAO,,,,,,,
602,"168
690 2+
149 3+
148
158
oox",194086,,模擬,2024-10-01 00:00:00,1,,"590 oxxSin
259 oox軒",池,轆,ED,布叮咚瓜茶,豬豬,,,,,,,
603,"178
129
378
480
156
oox",604812,,模擬,2024-10-08 00:00:00,1,,"157ED
156HAO",Sin,轆,池,軒,豬豬,,,,,,,
604,"128
125
346
467
457
ooo",380964,,模擬,2024-10-09 00:00:00,1,,,Dean,豬豬,?,布叮咚瓜茶,,,,,,,,
605,"129
126
456 3+
145
145
ooo",038972,,模擬,2024-10-15 00:00:00,1,,,黑羊,Sin,池,K810,Dean,,,,,,,
606,"179
127
348
149
145
oox",210358,,模擬,2024-10-17 00:00:00,1,,"157 ooxSin
125 ooxEnRs
459 ooo轆",HAO,豬豬,軒,池,午夜,,,,,,,
607,"127
256
367
149
589
oox",687429,,模擬,2024-10-18 00:00:00,1,,159HAO,豬豬,黑羊,EnRs,Sin,池,,,,,,,
608,"180
267
379
148
158
ooo",392674,,模擬,2024-10-18 00:00:00,2,,580池,軒,Sin,布叮咚瓜茶,EnRs,豬豬,,,,,,,
609,"168
290
137
450
358
oox",923701,,模擬,2024-10-21 00:00:00,1,,150池,豬豬,Sin,HAO,K810,EnRs,,,,,,,
610,"189
237
345
350 4+
358
oox",489107,,模擬,2024-10-21 00:00:00,2,,,軒,EnRs,Sin,HAO,池,,,,,,,
611,"149
179 2+
367
269 4+
356
oox",075896,,模擬,2024-10-22 00:00:00,1,,,EnRs,HAO,布叮咚瓜茶,池,K810,,,,,,,
612,"129
247
169 3+
467
456
ooo",809235,,模擬,2024-10-22 00:00:00,2,,,EnRs,HAO,布叮咚瓜茶,Sin,池,,,,,,,
613,"167
248
389
147
258
oox",726319,,模擬,2024-10-23 00:00:00,1,,,HAO,黑羊,軒,布叮咚瓜茶,池,,,,,,,
614,"179
278
139
456
257
oox",793120,,模擬,2024-10-24 00:00:00,1,,570ED,軒,黑羊,布叮咚瓜茶,豬豬,Sin,,,,,,,
615,"170
238
569 3+
149
356
oox",281637,,模擬,2024-10-29 00:00:00,1,,145軒,黑羊,HAO,池,ED,Sin,,,,,,,
616,"167
269
347
129 4+
359
oox",312750,,模擬,2024-10-30 00:00:00,1,,,池,Sin,黑羊,布叮咚瓜茶,HAO,,,,,,,
617,"170
560 2+
236
590 4+
590
oox",476529,,模擬,2024-11-01 00:00:00,1,,,Sin,HAO,軒,ED,布叮咚瓜茶,,,,,,,
618,"179
237
237
578 4+
567
oox",371086,,模擬,2024-11-04 00:00:00,1,,,HAO,Sin,Emma,黑羊,EnRs,,,,,,,
619,"149
269
368
456
356
oox",368059,,模擬,2024-11-06 00:00:00,1,,356Sin,布叮咚瓜茶,Emma,池,Dean,黑羊,,,,,,,
620,"126
268
349
347
256
oox",827643,,模擬,2024-11-06 00:00:00,2,,"256 oox, 2不出",豬豬,池,黃某人,午夜,黑羊,,,,,,,
621,"129
579 2+
356
458
259
ooo",847026,,模擬,2024-11-07 00:00:00,1,,,K810,HAO,午夜,Sin,布叮咚瓜茶,,,,,,,
622,"470 1+
279
369
147
159
ooo",427093,,模擬,2024-11-08 00:00:00,1,,,HAO,黑羊,布叮咚瓜茶,Sin,ED,,,,,,,
623,"368 1+
257
169 3+
480
568
oox",438176,,模擬,2024-11-09 00:00:00,1,,,布叮咚瓜茶,豬豬,軒,池,ED,,,,,,,
624,"127
126
369
349
589
oox",754029,,模擬,2024-11-10 00:00:00,1,,,軒,豬豬,Sin,布叮咚瓜茶,黑羊,,,,,,,
625,"148
267
369
249
245
oox",814625,,模擬,2024-11-10 00:00:00,2,,,TEN,豬豬,軒,Sin,午夜,,,,,,,
626,"137
560 2+
179 3+
490
450
ooo",637904,,模擬,2024-11-11 00:00:00,1,,,Dean,豬豬,池,Sin,ED,,,,,,,
627,"238 2-1+
269
157 3+
479
357
ooo",890673,,模擬,2024-11-12 00:00:00,1,,"357黑羊
157TEN",HAO,布叮咚瓜茶,Sin,池,軒,,,,,,,
628,"478 1+
245
358
357 4+
259
ooo",647103,,模擬,2024-11-13 00:00:00,1,,,布叮咚瓜茶,Sin,池,HAO,雪怪,,,,,,,
629,"257 1+
270
369
457
356
ooo",124850,,模擬,2024-11-14 00:00:00,1,,,HAO,Sin,Emma,K810,布叮咚瓜茶,,,,,,,
630,"469 1+
268
580 3+
248
258
oox",126539,,模擬,2024-11-14 00:00:00,2,,"豬豬258 oox，5不出
Sin358 oox，5自己出",布叮咚瓜茶,軒,HAO,TEN,豬豬,,,,,,,
631,"146
590 2+
237
469
157
oox",384761,,模擬,2024-11-15 00:00:00,1,,156軒,Sin,豬豬,HAO,布叮咚瓜茶,池,,,,,,,
632,"167
237
390
450
570
oox",716829,,模擬,2024-11-15 00:00:00,2,,350HAO,軒,布叮咚瓜茶,黑羊,豬豬,大鳥,,,,,,,
633,"170
259
378
249
459
oox",942851,,模擬,2024-11-15 00:00:00,3,,"157豬豬
357轆
357ED",HAO,池,軒,Dean,布叮咚瓜茶,,,,,,,
634,"148
459 2+
379
146
145
ooo",378605,,模擬,2024-11-16 00:00:00,1,,,軒,布叮咚瓜茶,HAO,Sin,黑羊,,,,,,,
635,"137
280
370
458
150
oxx",094126,,模擬,2024-11-16 00:00:00,2,,,黑羊,池,軒,布叮咚瓜茶,Dean,,,,,,,
636,"670 1+
246
379
340
570
oox",860954,,模擬,2024-11-17 00:00:00,1,,,HAO,黑羊,池,軒,布叮咚瓜茶,,,,,,,
637,"156
239
370
146
156
ooo",329714,,模擬,2024-11-18 00:00:00,1,,156Dean,HAO,池,Emma,Sin,軒,,,,,,,
638,"147
124
360
170 4+
570
ooo",284671,,模擬,2024-11-18 00:00:00,2,,150池,軒,豬豬,黑羊,HAO,ED,,,,,,,
639,"146
267
349
456
569
oox",439182,,模擬,2024-11-19 00:00:00,1,,,HAO,黑羊,池,Emma,Sin,,,,,,,
640,"168
568 2+
359
357 4+
156
oox",160743,,模擬,2024-11-19 00:00:00,2,,,軒,豬豬,池,HAO,ED,,,,,,,
641,"379 1+
289
347
469
459
oox",439182,,模擬,2024-11-20 00:00:00,1,,,布叮咚瓜茶,池,軒,HAO,Sin,,,,,,,
642,"169
459 2+
137
458 2+
157
oox",954038,,模擬,2024-11-21 00:00:00,1,,"黑羊 459 oox
Sin 459 oox
HAO 258 ooo，2580 ooxx",軒,布叮咚瓜茶,池,豬豬,kevin,,,,,,,
643,"135
167 2+
680 3+
590 4+
157
oox",916278,,模擬,2024-11-21 00:00:00,2,,,Sin,豬豬,軒,HAO,ED,,,,,,,
644,"189
580 2+
348
247
158
oox",803269,,模擬,2024-11-21 00:00:00,3,,,軒,豬豬,池,HAO,黑羊,,,,,,,
645,"258 1+
390 2+
136
247
589
oox",079635,,模擬,2024-11-21 00:00:00,4,,,軒,豬豬,黑羊,Sin,?,,,,,,,
646,"149
238
368
159 4+
459
ooo",870635,,模擬,2024-11-22 00:00:00,1,,"459ED
159Dean",軒,Sin,豬豬,HAO,黑羊,,,,,,,
647,"179
257
235
146
579
oox",487231,,模擬,2024-11-22 00:00:00,2,,"257 oxxSin
357 oox池",HAO,雪怪,Dean,EnRs,軒,,,,,,,
648,"127
170 2+
359
560 4+
456
oox",915860,,模擬,2024-11-23 00:00:00,1,,,軒,池,豬豬,HAO,Sin,,,,,,,
649,"160
124
379
120 4+
156
oox",106987,,模擬,2024-11-26 00:00:00,1,,,HAO,Sin,布叮咚瓜茶,K810,黑羊,,,,,,,
650,"147
480 2+
367
178 4+
258
oox",186403,,模擬,2024-11-26 00:00:00,2,,,黑羊,轆,軒,布叮咚瓜茶,Sin,,,,,,,
651,"146
279
345
459
345
oox",567042,,模擬,2024-11-26 00:00:00,3,,,豬豬,池,Sin,軒,HAO,,,,,,,
652,"149
268
238
456
569
oox",413960,,模擬,2024-11-27 00:00:00,1,,,豬豬,HAO,雪怪,Vash,Dean,,,,,,,
653,"189
238
359
168 4+
456
oox",465031,,模擬,2024-11-27 00:00:00,2,,,軒,池,豬豬,HAO,ED,,,,,,,
654,"379 1+
257
389
149
359
oox",302684,,模擬,2024-11-28 00:00:00,1,,"135 oox軒
579 ooo池",HAO,洋蔥,黑羊,Sin,黃某人,,,,,,,
655,"139
238
379
147
258
ooo",769102,,模擬,2024-11-28 00:00:00,2,,258池,黑羊,豬豬,軒,Sin,ED,,,,,,,
656,"136
290
138
479
158
oox",274819,,模擬,2024-12-02 00:00:00,1,,"590ED
156黑羊",黃某人,Sin,軒,豬豬,池,,,,,,,
657,"179
260
347
580 4+
258
oox",719260,,模擬,2024-12-03 00:00:00,1,,450Sin,Dean,豬豬,布叮咚瓜茶,ED,池,,,,,,,
658,"159
289
357
146
125
oox",745068,,模擬,2024-12-04 00:00:00,1,,258 oox池,軒,Sin,布叮咚瓜茶,黑羊,HAO,,,,,,,
659,"167
230
138
569 4+
156
oox",308194,,模擬,2024-12-05 00:00:00,1,,,軒,Sin,黑羊,HAO,布叮咚瓜茶,,,,,,,
660,"158
269
236
149
256
oox",978641,,模擬,2024-12-06 00:00:00,1,,,池,HAO,EnRs,軒,ED,,,,,,,
661,"269 1+
267
380
458
256
oox",457902,,模擬,2024-12-08 00:00:00,1,,259 oxx洋蔥,軒,布叮咚瓜茶,Sin,池,ED,,,,,,,
662,"470 1+
147 2+
137
248
145
oxx",810469,,模擬,2024-12-10 00:00:00,1,,,池,豬豬,EnRs,Sin,Dean,,,,,,,
663,"156
269
135
489
135
ooo",279508,,模擬,2024-12-11 00:00:00,1,,第一局不出,Dean,池,豬豬,kevin,Sin,,,,,,,
664,"167
470 2+
139
490
570
oox",078396,,模擬,2024-12-12 00:00:00,1,,"590 ooxED
250 oox池",布叮咚瓜茶,HAO,Sin,洋蔥,軒,,,,,,,
665,"189
269
378
147
357
ooo",621903,,模擬,2024-12-13 00:00:00,1,,,HAO,布叮咚瓜茶,池,軒,Sin,,,,,,,
666,"247 1+
249
136
489
356
oox",069732,,模擬,2024-12-17 00:00:00,1,,,HAO,黑羊,池,布叮咚瓜茶,Sin,,,,,,,
667,"178
289
137
569 4+
259
oox",942013,,模擬,2024-12-17 00:00:00,2,,,Sin,黃某人,布叮咚瓜茶,HAO,軒,,,,,,,
668,"169
289 1+
356
345
159
oox",829610,,模擬,2024-12-18 00:00:00,1,,258 oxxVash,HAO,布叮咚瓜茶,洋蔥,Sin,黑羊,,,,,,,
669,"156
129
349
479
359
oox",395817,,模擬,2024-12-19 00:00:00,1,,,黑羊,軒,HAO,Sin,kevin,,,,,,,
670,"169
279
356
257 4+
245
ooo",613824,,模擬,2024-12-20 00:00:00,1,,,布叮咚瓜茶,池,EnRs,HAO,Sin,,,,,,,
671,"167
280
135
456
156
oox",386147,,模擬,2024-12-24 00:00:00,1,,[1-5]1不出,布叮咚瓜茶,HAO,池,Vash,Sin,,,,,,,
672,"147
458 2+
368
459
258
oox",806941,,模擬,2024-12-25 00:00:00,1,,,池,黑羊,黃某人,HAO,Sin,,,,,,,
673,"160
345 2+
345
247
245
oox",894671,,模擬,2024-12-27 00:00:00,1,,,Sin,HAO,池,黃某人,軒,,,,,,,
674,"128
268
369
245
245
oxx",958437,,模擬,2024-12-30 00:00:00,1,,,Sin,池,黃某人,HAO,黑羊,,,,,,,
675,"167
270
379
457
567
oox",136904,,模擬,2024-12-30 00:00:00,2,,"157 ooxSin
250 ooo軒
578 ooo憲",布叮咚瓜茶,黑羊,黃某人,豬豬,池,,,,,,,
676,"148
269
367
490
159
ooo",624379,,模擬,2024-12-31 00:00:00,1,,,布叮咚瓜茶,HAO,Sin,kevin,Dean,,,,,,,
677,"167
248
345
670 4+
258
oox",319874,,模擬,2025-01-03 00:00:00,1,,"567布叮咚瓜茶
450憲",Sin,黑羊,池,Dean,軒,,,,,,,
678,"168
246
347
156 4+
145
oox",625890,,模擬,2025-01-06 00:00:00,1,,,HAO,Sin,布叮咚瓜茶,池,憲,,,,,,,
679,"178
369 2+
239
457
369
oxx",326941,,模擬,2025-01-07 00:00:00,1,,157雪怪,軒,豬豬,Sin,布叮咚瓜茶,ED,,,,,,,
680,"123
268
389
245
245
oox",268103,,模擬,2025-01-09 00:00:00,1,,,憲,HAO,布叮咚瓜茶,黑羊,Sin,,,,,,,
681,"360 1+
278
389
267 4+
456
oox",473519,,模擬,2025-01-10 00:00:00,1,,"150 ooo池
589 oox軒",豬豬,布叮咚瓜茶,Cameron,黑羊,HAO,,,,,,,
682,"147
258
367
346
157
ooo",648972,,模擬,2025-01-10 00:00:00,2,,,池,豬豬,軒,布叮咚瓜茶,?,,,,,,,
683,"259 1+
236
360
347
350
ooo",719605,,模擬,2025-01-13 00:00:00,1,,,HAO,Sin,池,軒,布叮咚瓜茶,,,,,,,
684,"369 1+
289
346
479
459
oxx",184590,,模擬,2025-01-14 00:00:00,1,,,ED,池,Vash,布叮咚瓜茶,Sin,,,,,,,
685,"147
126
179 3+
256 4+
245
oox",346718,,模擬,2025-01-15 00:00:00,1,,159ED,軒,黑羊,HAO,豬豬,Sin,,,,,,,
686,"148
268
135
347
158
oox",168934,,模擬,2025-01-16 00:00:00,1,,,Vash,池,Dean,黑羊,軒,,,,,,,
687,"178
258
350
167 4+
457
oox",179682,,模擬,2025-02-18 00:00:00,1,,,池,洋蔥,憲,ED,Sin,,,,,,,
688,"139
260
349
359 4+
159
ooo",437208,,模擬,2025-02-19 00:00:00,1,,,Dean,豬豬,布叮咚瓜茶,池,Sin,,,,,,,
689,"236 1+
267
368
469
256
oox",402856,,模擬,2025-02-20 00:00:00,1,,,HAO,Sin,布叮咚瓜茶,池,Dean,,,,,,,
690,"359 1+
289
368
469
159
oox",829645,,模擬,2025-02-21 00:00:00,1,,,轆,HAO,黑羊,Dean,Sin,,,,,,,
691,"169
360 2+
230
147
350
oox",547809,,模擬,2025-02-25 00:00:00,1,,,HAO,池,Sin,洋蔥,布叮咚瓜茶,,,,,,,
692,"167
279
357
249
579
oox",853602,,模擬,2025-03-10 00:00:00,1,,,HAO,池,憲,Sin,布叮咚瓜茶,,,,,,,
693,"169
280
250 3+
457
156
oox",308659,,模擬,2025-03-12 00:00:00,1,,,布叮咚瓜茶,池,HAO,Dean,ED,,,,,,,
694,"189
279
139
267 4+
159
ooo",063482,,模擬,2025-03-13 00:00:00,1,,,HAO,池,Dean,黑羊,Sin,,,,,,,
695,"149
267
234
456
256
oox",627348,,模擬,2025-03-14 00:00:00,1,,,HAO,Dean,池,憲,布叮咚瓜茶
696,"270 1+
128
237
249
257
oxx",504782,,模擬,2025-03-17 00:00:00,1,,,HAO,池,憲,Dean,Sin
